link_id,from_item_id,to_item_id,paper_id,year,evidence_location,evidence
I0001,APW060.paper,APW060.problem.qc_nonlocal_sample_complexity,NQSC060,2021,main.tex:135-137,[redacted_for_public_release]
I0002,APW060.paper,APW060.problem.rbm_mcmc_blackbox,NQSC060,2021,main.tex:195-197,[redacted_for_public_release]
I0003,APW060.paper,APW060.method.arn_second_quantized_qc,NQSC060,2021,main.tex:199-200,[redacted_for_public_release]
I0004,APW060.paper,APW060.method.unique_configuration_sampling,NQSC060,2021,main.tex:362-369,[redacted_for_public_release]
I0005,APW060.paper,APW060.method.physical_priors_constraints,NQSC060,2021,main.tex:389-394,[redacted_for_public_release]
I0006,APW060.paper,APW060.benchmark.molecules_30_spin_orbitals,NQSC060,2021,main.tex:138,[redacted_for_public_release]
I0007,APW060.paper,APW060.result.naqs_fci_strong_correlation,NQSC060,2021,main.tex:801-805,[redacted_for_public_release]
I0008,APW060.paper,APW060.result.outperforms_prior_second_quantized,NQSC060,2021,main.tex:820-821,[redacted_for_public_release]
I0009,APW060.paper,APW060.limitation.local_energy_barrier,NQSC060,2021,main.tex:868-870,[redacted_for_public_release]
I0010,APW060.paper,APW060.future.hybrid_subspace,NQSC060,2021,main.tex:826-828,[redacted_for_public_release]
I0011,APW060.method.unique_configuration_sampling,APW060.problem.rbm_mcmc_blackbox,NQSC060,2021,main.tex:372-375,[redacted_for_public_release]
I0012,APW060.method.physical_priors_constraints,APW060.problem.qc_nonlocal_sample_complexity,NQSC060,2021,main.tex:389-394,[redacted_for_public_release]
I0013,APW060.result.naqs_fci_strong_correlation,APW060.limitation.local_energy_barrier,NQSC060,2021,main.tex:868-870,[redacted_for_public_release]
I0014,APW060.result.naqs_fci_strong_correlation,APW060.future.hybrid_subspace,NQSC060,2021,main.tex:826-828,[redacted_for_public_release]
I0015,HPM026.paper,HPM026.problem.fermionic_nqs_less_explored,NQSC026,2019,main.tex:113,[redacted_for_public_release]
I0016,HPM026.paper,HPM026.method.fermion_to_spin_rbm,NQSC026,2019,main.tex:115,[redacted_for_public_release]
I0017,HPM026.paper,HPM026.benchmark.diatomic_minimal_basis,NQSC026,2019,main.tex:115,[redacted_for_public_release]
I0018,HPM026.paper,HPM026.result.chemical_accuracy,NQSC026,2019,main.tex:115,[redacted_for_public_release]
I0019,HPM026.paper,HPM026.limitation.uniform_sampling_large_basis,NQSC026,2019,main.tex:243,[redacted_for_public_release]
I0020,HPM026.paper,HPM026.future.alternative_sampling_deeper_networks,NQSC026,2019,main.tex:249,[redacted_for_public_release]
I0021,HPM117.paper,HPM117.problem.anqs_symmetry_sampling,NQSC117,2023,main.tex:90-93,[redacted_for_public_release]
I0022,HPM117.paper,HPM117.problem.postselection_waste,NQSC117,2023,main.tex:204-208,[redacted_for_public_release]
I0023,HPM117.paper,HPM117.method.symmetry_aware_pruning,NQSC117,2023,main.tex:211-216,[redacted_for_public_release]
I0024,HPM117.paper,HPM117.method.z2_molecular_symmetries,NQSC117,2023,main.tex:373-386,[redacted_for_public_release]
I0025,HPM117.paper,HPM117.benchmark.molecules,NQSC117,2023,main.tex:328-330,[redacted_for_public_release]
I0026,HPM117.paper,HPM117.result.chemical_accuracy_speedup,NQSC117,2023,main.tex:94-96,[redacted_for_public_release]
I0027,HPM117.paper,HPM117.limitation.dus_sample_loss,NQSC117,2023,main.tex:460-463,[redacted_for_public_release]
I0028,OPW085.paper,OPW085.problem.local_energy_sampling_scalability,NQSC085,2022,main.tex:100-101,[redacted_for_public_release]
I0029,OPW085.paper,OPW085.method.made_complex_autoregressive,NQSC085,2022,main.tex:245-254,[redacted_for_public_release]
I0030,OPW085.paper,OPW085.method.tensor_local_energy_parallel,NQSC085,2022,main.tex:316,[redacted_for_public_release]
I0031,OPW085.paper,OPW085.method.reverse_sampling_order,NQSC085,2022,main.tex:268,[redacted_for_public_release]
I0032,OPW085.paper,OPW085.benchmark.molecules_76_qubits,NQSC085,2022,main.tex:82,[redacted_for_public_release]
I0033,OPW085.paper,OPW085.result.state_of_art_scaling,NQSC085,2022,main.tex:565,[redacted_for_public_release]
I0034,OPW085.paper,OPW085.result.weak_scaling_batch,NQSC085,2022,main.tex:570-576,[redacted_for_public_release]
I0035,OPW085.method.made_complex_autoregressive,OPW085.problem.local_energy_sampling_scalability,NQSC085,2022,main.tex:108,[redacted_for_public_release]
I0036,OPW085.method.tensor_local_energy_parallel,OPW085.problem.local_energy_sampling_scalability,NQSC085,2022,main.tex:378,[redacted_for_public_release]
I0037,OPW085.result.weak_scaling_batch,OPW085.result.state_of_art_scaling,NQSC085,2022,main.tex:565-576,[redacted_for_public_release]
